filer_lastname,filer_firstname,filer_office,office_first_name,office_middle_name,office_last_name,report_title,reporting_year,begin_travel_date,end_travel_date,date_received,transaction_date,num_pages,doc_url,file_name,source,id,date_of_birth,gender,party,state,notes,is_member,document_link
ANDEWEG,ERICA,"FISCHER, DEBRA",DEBRA,NA,FISCHER,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-03-19,2020-03-19,14,https://giftrule-disclosure.senate.gov/media/2020/8zElL4b1USvzPBM3ygG5A.pdf,8zElL4b1USvzPBM3ygG5A.pdf,2024-03-03,F000463,1951-03-01,F,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24130381-8zell4b1usvzpbm3ygg5a
BAMBERG,SHILESHA,"BROWN, SHERROD",SHERROD,NA,BROWN,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-12,2020-03-13,10,https://giftrule-disclosure.senate.gov/media/2020/8kPzxlPFKkCUi1Jv3HEBw.pdf,8kPzxlPFKkCUi1Jv3HEBw.pdf,2024-03-03,B000944,1952-11-09,M,D,OH,NA,FALSE,https://www.documentcloud.org/documents/24130522-8kpzxlpfkkcui1jv3hebw
BROWER,HAYLEY,"WARNER, MARK",MARK,NA,WARNER,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-12,2020-03-13,11,https://giftrule-disclosure.senate.gov/media/2020/lCWf7zz5Z0qIVIS2TASFgw.pdf,lCWf7zz5Z0qIVIS2TASFgw.pdf,2024-03-03,W000805,1954-12-15,M,D,VA,NA,FALSE,https://www.documentcloud.org/documents/24130519-lcwf7zz5z0qivis2tasfgw
COOK,MARY CATHERINE,"ALEXANDER, LAMAR",LAMAR,NA,ALEXANDER,Employee Reimbursed Travel,2020,2020-02-17,2020-02-19,2020-03-09,2020-03-13,29,https://giftrule-disclosure.senate.gov/media/2020/it0VBL1B0SsPet4weyceQ.pdf,it0VBL1B0SsPet4weyceQ.pdf,2024-03-03,A000360,1940-07-03,M,R,TN,NA,FALSE,https://www.documentcloud.org/documents/24130156-it0vbl1b0sspet4weyceq
FEIKES,ALLISON,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2020,2019-08-19,2019-08-21,2020-03-03,2020-03-04,2,https://giftrule-disclosure.senate.gov/media/2020/je8F7e9YUSLdMXw251Ug.pdf,je8F7e9YUSLdMXw251Ug.pdf,2024-03-03,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130684-je8f7e9yusldmxw251ug
GORDON,ANNE,"YOUNG, TODD",TODD,NA,YOUNG,Employee Reimbursed Travel,2020,2020-02-18,2020-02-20,2020-03-17,2020-03-19,21,https://giftrule-disclosure.senate.gov/media/2020/myIkiou3E2cr1d1fNH1UA.pdf,myIkiou3E2cr1d1fNH1UA.pdf,2024-03-03,Y000064,1972-08-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130281-myikiou3e2cr1d1fnh1ua
JOHNSON,KRISTEN,"COTTON, TOM",TOM,NA,COTTON,Employee Reimbursed Travel,2020,2018-06-30,2018-07-07,2020-03-02,2020-03-04,10,https://giftrule-disclosure.senate.gov/media/2020/SS0Ghs9FRUaBK51K19k3og.pdf,SS0Ghs9FRUaBK51K19k3og.pdf,2024-03-03,C001095,1977-05-13,M,R,AR,NA,FALSE,https://www.documentcloud.org/documents/24130533-ss0ghs9fruabk51k19k3og
KALARIS,ANDREW,"KAINE, TIM",TIM,NA,KAINE,Employee Reimbursed Travel,2020,2020-02-15,2020-02-21,2020-03-18,2020-03-19,9,https://giftrule-disclosure.senate.gov/media/2020/lKZGNpMTXku9uduZJDc0Cg.pdf,lKZGNpMTXku9uduZJDc0Cg.pdf,2024-03-03,K000384,1958-02-26,M,D,VA,NA,FALSE,https://www.documentcloud.org/documents/24130506-lkzgnpmtxku9uduzjdc0cg
KEARE,LINDSAY,"HASSAN, MAGGIE",MAGGIE,NA,HASSAN,Employee Reimbursed Travel,2020,2019-10-02,2019-10-03,2020-03-03,2020-03-04,6,https://giftrule-disclosure.senate.gov/media/2020/nYQNVb7k20VLn3K4qcjQ.pdf,nYQNVb7k20VLn3K4qcjQ.pdf,2024-03-03,H001076,1958-02-27,F,D,NH,NA,FALSE,https://www.documentcloud.org/documents/24130574-nyqnvb7k20vln3k4qcjq
LIGHT,JAYMI,"YOUNG, TODD",TODD,NA,YOUNG,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-04,2020-03-06,22,https://giftrule-disclosure.senate.gov/media/2020/NkIJaHnW02n1XuNG5qB9Q.pdf,NkIJaHnW02n1XuNG5qB9Q.pdf,2024-03-03,Y000064,1972-08-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130265-nkijahnw02n1xung5qb9q
LIN,JOHN,"WICKER, ROGER",ROGER,NA,WICKER,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-03-02,2020-03-04,12,https://giftrule-disclosure.senate.gov/media/2020/TJwojAhFPEeKYRtAdkEM0A.pdf,TJwojAhFPEeKYRtAdkEM0A.pdf,2024-03-03,W000437,1951-07-05,M,R,MS,NA,FALSE,https://www.documentcloud.org/documents/24130375-tjwojahfpeekyrtadkem0a
LYNCH,KURT,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-03-17,2020-03-19,12,https://giftrule-disclosure.senate.gov/media/2020/Vi8MBXlbvky93SXIgKYug.pdf,Vi8MBXlbvky93SXIgKYug.pdf,2024-03-03,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130386-vi8mbxlbvky93sxigkyug
MATTHEWS,BRITTANY,"HASSAN, MAGGIE",MAGGIE,NA,HASSAN,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-12,2020-03-13,11,https://giftrule-disclosure.senate.gov/media/2020/29nDDsDlBEamKbwh1y3v9A.pdf,29nDDsDlBEamKbwh1y3v9A.pdf,2024-03-03,H001076,1958-02-27,F,D,NH,NA,FALSE,https://www.documentcloud.org/documents/24130476-29nddsdlbeamkbwh1y3v9a
MCGRATH II,CORNELIUS (CONOR),"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2020,2020-02-18,2020-02-20,2020-03-02,2020-03-04,25,https://giftrule-disclosure.senate.gov/media/2020/1IZ4SspNpE6a14iqsuP7IQ.pdf,1IZ4SspNpE6a14iqsuP7IQ.pdf,2024-03-03,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130223-1iz4sspnpe6a14iqsup7iq
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-10,2020-03-13,3,https://giftrule-disclosure.senate.gov/media/2020/tQv2tOy8zkSKfpuTpTCg.pdf,tQv2tOy8zkSKfpuTpTCg.pdf,2024-03-03,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130655-tqv2toy8zkskfputptcg
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-04,2020-03-06,12,https://giftrule-disclosure.senate.gov/media/2020/ZdpKzcAhV0aJ0VCoBanxAA.pdf,ZdpKzcAhV0aJ0VCoBanxAA.pdf,2024-03-03,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130478-zdpkzcahv0aj0vcobanxaa
MORIN,MARISA,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2019-10-08,2019-10-10,2020-03-04,2020-03-06,10,https://giftrule-disclosure.senate.gov/media/2020/tWB7eOLPa0qWO3urFSNj7Q.pdf,tWB7eOLPa0qWO3urFSNj7Q.pdf,2024-03-03,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130515-twb7eolpa0qwo3urfsnj7q
O'BRIEN,DEVIN,"MURKOWSKI, LISA",LISA,NA,MURKOWSKI,Employee Reimbursed Travel,2020,2020-02-17,2020-02-22,2020-02-28,2020-03-04,14,https://giftrule-disclosure.senate.gov/media/2020/Jgt55dpfDk26wR0cXWrOQ.pdf,Jgt55dpfDk26wR0cXWrOQ.pdf,2024-03-03,M001153,1957-05-22,F,R,AK,NA,FALSE,https://www.documentcloud.org/documents/24130469-jgt55dpfdk26wr0cxwroq
ORTEGA,SOL,"SCHUMER, CHUCK",CHUCK,NA,SCHUMER,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-03-02,2020-03-04,12,https://giftrule-disclosure.senate.gov/media/2020/b99qp2HikGugETlWAAmOg.pdf,b99qp2HikGugETlWAAmOg.pdf,2024-03-03,S000148,1950-11-23,M,D,NY,NA,FALSE,https://www.documentcloud.org/documents/24130503-b99qp2hikgugetlwaamog
PAYNE,WILLIAM,"SASSE, BEN",BEN,NA,SASSE,Employee Reimbursed Travel,2020,2019-08-26,2019-08-28,2020-03-02,2020-03-04,23,https://giftrule-disclosure.senate.gov/media/2020/KqK1jPGkUelpXwPWObFxw.pdf,KqK1jPGkUelpXwPWObFxw.pdf,2024-03-03,S001197,1972-02-22,M,R,NE,NA,FALSE,https://www.documentcloud.org/documents/24130225-kqk1jpgkuelpxwpwobfxw
PETTIT,SYDNEY,"CAPITO, SHELLEY MOORE",SHELLEY,MOORE,CAPITO,Employee Reimbursed Travel,2020,2019-10-02,2019-10-04,2020-03-06,2020-03-13,15,https://giftrule-disclosure.senate.gov/media/2020/oWvMl60X0iYoejLcym7LA.pdf,oWvMl60X0iYoejLcym7LA.pdf,2024-03-03,C001047,1953-11-26,F,R,WV,NA,FALSE,https://www.documentcloud.org/documents/24130392-owvml60x0iyoejlcym7la
REDDEN,GEORGE,"MORAN, JERRY",JERRY,NA,MORAN,Employee Reimbursed Travel,2020,2020-02-20,2020-02-22,2020-03-06,2020-03-13,11,https://giftrule-disclosure.senate.gov/media/2020/5UCFbDhcMkqwfiOzSXpQ.pdf,5UCFbDhcMkqwfiOzSXpQ.pdf,2024-03-03,M000934,1954-05-29,M,R,KS,NA,FALSE,https://www.documentcloud.org/documents/24130407-5ucfbdhcmkqwfiozsxpq
RHODESIDE,BENJAMIN,"DUCKWORTH, TAMMY",TAMMY,NA,DUCKWORTH,Employee Reimbursed Travel,2020,2020-02-18,2020-02-20,2020-03-05,2020-03-06,14,https://giftrule-disclosure.senate.gov/media/2020/61GUpWyIf0iScqkPNdAIBA.pdf,61GUpWyIf0iScqkPNdAIBA.pdf,2024-03-03,D000622,1968-03-12,F,D,IL,NA,FALSE,https://www.documentcloud.org/documents/24130390-61gupwyif0iscqkpndaiba
ROTHE,ANDREW,"ROUNDS, MIKE",MIKE,NA,ROUNDS,Employee Reimbursed Travel,2020,2020-02-18,2020-02-21,2020-03-12,2020-03-13,13,https://giftrule-disclosure.senate.gov/media/2020/eTavzLKaXkyBol7l9pH7dQ.pdf,eTavzLKaXkyBol7l9pH7dQ.pdf,2024-03-03,R000605,1954-10-24,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130353-etavzlkaxkybol7l9ph7dq
SACHTJEN,ALEX,"THUNE, JOHN",JOHN,NA,THUNE,Employee Reimbursed Travel,2020,2020-02-18,2020-02-20,2020-03-05,2020-03-06,5,https://giftrule-disclosure.senate.gov/media/2020/5mqHwsSagEKQocVIrGHew.pdf,5mqHwsSagEKQocVIrGHew.pdf,2024-03-03,T000250,1961-01-07,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130602-5mqhwssagekqocvirghew
SACHTJEN,ALEX,"THUNE, JOHN",JOHN,NA,THUNE,Employee Reimbursed Travel,2020,2020-02-18,2020-02-20,2020-02-27,2020-02-28,12,https://giftrule-disclosure.senate.gov/media/2020/WPapw22iiEWctm62tFb7g.pdf,WPapw22iiEWctm62tFb7g.pdf,2024-03-03,T000250,1961-01-07,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130481-wpapw22iiewctm62tfb7g
SHAPIRO,SARAH,"MURPHY, CHRIS",CHRIS,NA,MURPHY,Employee Reimbursed Travel,2020,2020-02-18,2020-02-19,2020-03-02,2020-03-04,11,https://giftrule-disclosure.senate.gov/media/2020/x6NNL9dBNklZ81Hydk3aQ.pdf,x6NNL9dBNklZ81Hydk3aQ.pdf,2024-03-03,M001169,1973-08-03,M,D,CT,NA,FALSE,https://www.documentcloud.org/documents/24130497-x6nnl9dbnklz81hydk3aq
SHEPARD,ANNA,"FEINSTEIN, DIANNE",DIANNE,NA,FEINSTEIN,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-03-09,2020-03-13,12,https://giftrule-disclosure.senate.gov/media/2020/zv8RkfJeG0qztQae1cI4g.pdf,zv8RkfJeG0qztQae1cI4g.pdf,2024-03-03,F000062,1933-06-22,F,D,CA,NA,FALSE,https://www.documentcloud.org/documents/24130482-zv8rkfjeg0qztqae1ci4g
STROBEL,MIRIAM,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2020,2020-02-20,2020-02-23,2020-03-06,2020-03-13,14,https://giftrule-disclosure.senate.gov/media/2020/1v3nJDeye0Oj7l5R97TZZw.pdf,1v3nJDeye0Oj7l5R97TZZw.pdf,2024-03-03,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130295-1v3njdeye0oj7l5r97tzzw
TEDESCHI,FRANK,"ROUNDS, MIKE",MIKE,NA,ROUNDS,Employee Reimbursed Travel,2020,2019-08-19,2019-08-21,2020-03-10,2020-03-13,2,https://giftrule-disclosure.senate.gov/media/2020/rZu7072pPUm3yT406MCPvg.pdf,rZu7072pPUm3yT406MCPvg.pdf,2024-03-03,R000605,1954-10-24,M,R,SD,NA,FALSE,https://www.documentcloud.org/documents/24130671-rzu7072ppum3yt406mcpvg
TEIXEIRA,MARISA,"LEE, MIKE",MIKE,NA,LEE,Employee Reimbursed Travel,2020,2019-10-08,2019-10-10,2020-03-04,2020-03-06,12,https://giftrule-disclosure.senate.gov/media/2020/yWeRdETS0qyslot8Y8w.pdf,yWeRdETS0qyslot8Y8w.pdf,2024-03-03,L000577,1971-06-04,M,R,UT,NA,FALSE,https://www.documentcloud.org/documents/24130436-ywerdets0qyslot8y8w
TOMLINSON,CONNOR,"RUBIO, MARCO",MARCO,NA,RUBIO,Employee Reimbursed Travel,2020,2020-02-19,2020-02-21,2020-03-11,2020-03-13,12,https://giftrule-disclosure.senate.gov/media/2020/iCWUce1a0Cb2tLBIyhw.pdf,iCWUce1a0Cb2tLBIyhw.pdf,2024-03-03,R000595,1971-05-28,M,R,FL,NA,FALSE,https://www.documentcloud.org/documents/24130425-icwuce1a0cb2tlbiyhw
VOELKEL,BENJAMIN,"JOHNSON, RON",RON,NA,JOHNSON,Employee Reimbursed Travel,2020,2019-08-24,2019-08-31,2020-03-06,2020-03-13,2,https://giftrule-disclosure.senate.gov/media/2020/Qt7hY4ugIkypNZ78JkGg.pdf,Qt7hY4ugIkypNZ78JkGg.pdf,2024-03-03,J000293,1955-04-08,M,R,WI,NA,FALSE,https://www.documentcloud.org/documents/24130646-qt7hy4ugikypnz78jkgg
BADMINGTON,CASEY,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2020,2019-10-02,2019-10-03,2020-02-04,2020-02-06,10,https://giftrule-disclosure.senate.gov/media/2020/x8sTExPxI0yFnSv6JSNA.pdf,x8sTExPxI0yFnSv6JSNA.pdf,2024-02-05,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130449-x8stexpxi0yfnsv6jsna
BARNETT,ANDRE,"GRASSLEY, CHUCK",CHUCK,NA,GRASSLEY,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-02-03,2020-02-03,18,https://giftrule-disclosure.senate.gov/media/2020/WJCy8RTVkCd3iXI5U46A.pdf,WJCy8RTVkCd3iXI5U46A.pdf,2024-02-05,G000386,1933-09-17,M,R,IA,NA,FALSE,https://www.documentcloud.org/documents/24130314-wjcy8rtvkcd3ixi5u46a
BARNETT,ANDRE,"GRASSLEY, CHUCK",CHUCK,NA,GRASSLEY,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-02-18,2020-02-24,7,https://giftrule-disclosure.senate.gov/media/2020/Wry13ajGkWsMeHHCxr0rg.pdf,Wry13ajGkWsMeHHCxr0rg.pdf,2024-02-05,G000386,1933-09-17,M,R,IA,NA,FALSE,https://www.documentcloud.org/documents/24130588-wry13ajgkwsmehhcxr0rg
BARNHART,CHRISTIANNA,"SCHATZ, BRIAN",BRIAN,NA,SCHATZ,Employee Reimbursed Travel,2020,2020-01-07,2020-01-09,2020-01-29,2020-01-31,8,https://giftrule-disclosure.senate.gov/media/2020/9aCLtUklE28XwpVotElDA.pdf,9aCLtUklE28XwpVotElDA.pdf,2024-02-05,S001194,1972-10-20,M,D,HI,NA,FALSE,https://www.documentcloud.org/documents/24130548-9acltukle28xwpvotelda
BENAVIDES,EMILY,"PORTMAN, ROB",ROB,NA,PORTMAN,Employee Reimbursed Travel,2020,2019-09-17,2019-09-22,2020-02-06,2020-02-11,7,https://giftrule-disclosure.senate.gov/media/2020/yiBUoi1EOqPMfeWvKUA.pdf,yiBUoi1EOqPMfeWvKUA.pdf,2024-02-05,P000449,1955-12-19,M,R,OH,NA,FALSE,https://www.documentcloud.org/documents/24130564-yibuoi1eoqpmfewvkua
DEAN,TREVOR,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2020,2020-01-07,2020-01-09,2020-01-31,2020-02-03,19,https://giftrule-disclosure.senate.gov/media/2020/QIYvGaXW9E2pwCoJ8yWE4A.pdf,QIYvGaXW9E2pwCoJ8yWE4A.pdf,2024-02-05,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130248-qiyvgaxw9e2pwcoj8ywe4a
DECI,JENNIFER,"CRAPO, MIKE",MIKE,NA,CRAPO,Employee Reimbursed Travel,2020,2019-09-26,2019-09-28,2020-02-06,2020-02-06,10,https://giftrule-disclosure.senate.gov/media/2020/TOElIgm4EWMIsJ3Mf2gw.pdf,TOElIgm4EWMIsJ3Mf2gw.pdf,2024-02-05,C000880,1951-05-20,M,R,ID,NA,FALSE,https://www.documentcloud.org/documents/24130508-toeligm4ewmisj3mf2gw
DUSS,MATTHEW,"SANDERS, BERNARD",BERNARD,NA,SANDERS,Employee Reimbursed Travel,2020,2019-08-26,2019-08-30,2020-02-19,2020-02-25,13,https://giftrule-disclosure.senate.gov/media/2020/9WqD9jUNxUSLclRW0bWjkA.pdf,9WqD9jUNxUSLclRW0bWjkA.pdf,2024-02-05,S000033,1941-09-08,M,ID,VT,NA,FALSE,https://www.documentcloud.org/documents/24130402-9wqd9junxuslclrw0bwjka
FEIKES,ALLISON,"BRAUN, MIKE",MIKE,NA,BRAUN,Employee Reimbursed Travel,2020,2019-08-19,2019-08-21,2020-02-18,2020-02-24,4,https://giftrule-disclosure.senate.gov/media/2020/FS8lDwLLkUm3q4VvxjvGyg.pdf,FS8lDwLLkUm3q4VvxjvGyg.pdf,2024-02-05,B001310,1954-03-24,M,R,IN,NA,FALSE,https://www.documentcloud.org/documents/24130605-fs8ldwllkum3q4vvxjvgyg
FOSTER,MEAGAN,"UDALL, TOM",TOM,NA,UDALL,Employee Reimbursed Travel,2020,2020-01-06,2020-01-08,2020-01-27,2020-01-28,26,https://giftrule-disclosure.senate.gov/media/2020/pUL5gPWN0CFIVsvsNTouA.pdf,pUL5gPWN0CFIVsvsNTouA.pdf,2024-02-05,U000039,1948-05-18,M,D,NM,NA,FALSE,https://www.documentcloud.org/documents/24130197-pul5gpwn0cfivsvsntoua
HAWATMEH,NICK,"KENNEDY, JOHN",JOHN,NA,KENNEDY,Employee Reimbursed Travel,2020,2019-11-07,2019-11-09,2020-02-10,2020-02-12,28,https://giftrule-disclosure.senate.gov/media/2020/nFo4tHUeUIMuP6gQSvIQ.pdf,nFo4tHUeUIMuP6gQSvIQ.pdf,2024-02-05,K000393,1951-11-21,M,R,LA,NA,FALSE,https://www.documentcloud.org/documents/24130209-nfo4thueuimup6gqsviq
HEKHUIS,JEREMY,"BROWN, SHERROD",SHERROD,NA,BROWN,Employee Reimbursed Travel,2020,2019-11-02,2019-11-09,2020-02-07,2020-02-12,13,https://giftrule-disclosure.senate.gov/media/2020/4FRBvsr66Uqle8ABRbw31A.pdf,4FRBvsr66Uqle8ABRbw31A.pdf,2024-02-05,B000944,1952-11-09,M,D,OH,NA,FALSE,https://www.documentcloud.org/documents/24130359-4frbvsr66uqle8abrbw31a
HUTCHINGS,ALLISON,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2019-10-02,2019-10-03,2020-02-18,2020-02-24,5,https://giftrule-disclosure.senate.gov/media/2020/bYndlCxIhk6j1S0nctf4SA.pdf,bYndlCxIhk6j1S0nctf4SA.pdf,2024-02-05,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130584-byndlcxihk6j1s0nctf4sa
HUTCHINGS,ALLISON,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2020-01-07,2020-01-09,2020-02-06,2020-02-07,20,https://giftrule-disclosure.senate.gov/media/2020/KG5Xd5rhWEmNrGFsYifDlA.pdf,KG5Xd5rhWEmNrGFsYifDlA.pdf,2024-02-05,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130240-kg5xd5rhwemnrgfsyifdla
KEARE,LINDSAY,"HASSAN, MAGGIE",MAGGIE,NA,HASSAN,Employee Reimbursed Travel,2020,2019-10-02,2019-10-03,2020-02-05,2020-02-06,11,https://giftrule-disclosure.senate.gov/media/2020/9CClAXv8WUCWdJzNGc7sBg.pdf,9CClAXv8WUCWdJzNGc7sBg.pdf,2024-02-05,H001076,1958-02-27,F,D,NH,NA,FALSE,https://www.documentcloud.org/documents/24130403-9cclaxv8wucwdjzngc7sbg
KELLEHER,BRIDGET,"CORTEZ MASTO, CATHERINE",CATHERINE,NA,CORTEZ MASTO,Employee Reimbursed Travel,2020,2019-10-13,2019-10-15,2020-01-31,2020-02-03,11,https://giftrule-disclosure.senate.gov/media/2020/1gpVigyYkqc5ENdY1cFvA.pdf,1gpVigyYkqc5ENdY1cFvA.pdf,2024-02-05,C001113,1964-03-29,F,D,NV,NA,FALSE,https://www.documentcloud.org/documents/24130529-1gpvigyykqc5endy1cfva
MCGEARY,MALCOLM,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2019-06-29,2019-07-03,2020-02-06,2020-02-06,2,https://giftrule-disclosure.senate.gov/media/2020/79f6UQeIEKjul1nvp7CrA.pdf,79f6UQeIEKjul1nvp7CrA.pdf,2024-02-05,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130687-79f6uqeiekjul1nvp7cra
McKibben,BRYCE,"MURRAY, PATTY",PATTY,NA,MURRAY,Employee Reimbursed Travel,2020,2019-10-17,2019-10-19,2020-01-27,2020-01-28,8,https://giftrule-disclosure.senate.gov/media/2020/F1KeGaMRLk2wOw13wgdmw.pdf,F1KeGaMRLk2wOw13wgdmw.pdf,2024-02-05,M001111,1950-10-11,F,D,WA,NA,FALSE,https://www.documentcloud.org/documents/24130545-f1kegamrlk2wow13wgdmw
MICHELS,JEFF,"WYDEN, RON",RON,NA,WYDEN,Employee Reimbursed Travel,2020,2019-09-13,2019-09-15,2020-02-04,2020-02-06,2,https://giftrule-disclosure.senate.gov/media/2020/skpsvChrUk66sivKgm5uw.pdf,skpsvChrUk66sivKgm5uw.pdf,2024-02-05,W000779,1949-05-03,M,D,OR,NA,FALSE,https://www.documentcloud.org/documents/24130656-skpsvchruk66sivkgm5uw
MULOPULOS,SAM,"PORTMAN, ROB",ROB,NA,PORTMAN,Employee Reimbursed Travel,2020,2019-09-27,2019-09-27,2020-02-10,2020-02-12,3,https://giftrule-disclosure.senate.gov/media/2020/gg59wfBkKUWylidsJPe0gw.pdf,gg59wfBkKUWylidsJPe0gw.pdf,2024-02-05,P000449,1955-12-19,M,R,OH,NA,FALSE,https://www.documentcloud.org/documents/24130623-gg59wfbkkuwylidsjpe0gw
NIAUPARI,STEPHANIE,"MENENDEZ, ROBERT",ROBERT,NA,MENENDEZ,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-02-13,2020-02-14,12,https://giftrule-disclosure.senate.gov/media/2020/C4gpygPmNkiyxs1AsM5Q.pdf,C4gpygPmNkiyxs1AsM5Q.pdf,2024-02-05,M000639,1954-01-01,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130483-c4gpygpmnkiyxs1asm5q
PALOMARES,JASMIN,"GILLIBRAND, KIRSTEN",KIRSTEN,NA,GILLIBRAND,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-01-31,2020-01-31,11,https://giftrule-disclosure.senate.gov/media/2020/SSdtuvQWk0e1GBvXry4uWQ.pdf,SSdtuvQWk0e1GBvXry4uWQ.pdf,2024-02-05,G000555,1966-12-09,F,D,NY,NA,FALSE,https://www.documentcloud.org/documents/24130491-ssdtuvqwk0e1gbvxry4uwq
RADY,MICHAEL,"BOOKER, CORY",CORY,NA,BOOKER,Employee Reimbursed Travel,2020,2019-10-08,2019-10-10,2020-02-06,2020-02-06,11,https://giftrule-disclosure.senate.gov/media/2020/SE9vXf9mLUySP1U1ulPUg.pdf,SE9vXf9mLUySP1U1ulPUg.pdf,2024-02-05,B001288,1969-04-27,M,D,NJ,NA,FALSE,https://www.documentcloud.org/documents/24130451-se9vxf9mluysp1u1ulpug
REYES,ANTHONY,"MURPHY, CHRIS",CHRIS,NA,MURPHY,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-02-19,2020-02-25,7,https://giftrule-disclosure.senate.gov/media/2020/8lRtyLEXvkGMryKKahDO8w.pdf,8lRtyLEXvkGMryKKahDO8w.pdf,2024-02-05,M001169,1973-08-03,M,D,CT,NA,FALSE,https://www.documentcloud.org/documents/24130593-8lrtylexvkgmrykkahdo8w
REYES,ANTHONY,"MURPHY, CHRIS",CHRIS,NA,MURPHY,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-01-29,2020-01-31,12,https://giftrule-disclosure.senate.gov/media/2020/2BNIg9xFT0aM027fQQhu2w.pdf,2BNIg9xFT0aM027fQQhu2w.pdf,2024-02-05,M001169,1973-08-03,M,D,CT,NA,FALSE,https://www.documentcloud.org/documents/24130492-2bnig9xft0am027fqqhu2w
SHEPARD,ANNA,"FEINSTEIN, DIANNE",DIANNE,NA,FEINSTEIN,Employee Reimbursed Travel,2020,2020-01-17,2020-01-19,2020-02-18,2020-02-24,8,https://giftrule-disclosure.senate.gov/media/2020/DKxpYXxwh0G4jLkyEVSWA.pdf,DKxpYXxwh0G4jLkyEVSWA.pdf,2024-02-05,F000062,1933-06-22,F,D,CA,NA,FALSE,https://www.documentcloud.org/documents/24130571-dkxpyxxwh0g4jlkyevswa
SIMERMEYER,JOHN G,"HOEVEN, JOHN",JOHN,NA,HOEVEN,Employee Reimbursed Travel,2020,2019-10-13,2019-10-15,2020-02-10,2020-02-12,7,https://giftrule-disclosure.senate.gov/media/2020/OCRA3gMHUmrCBv1W5YQ.pdf,OCRA3gMHUmrCBv1W5YQ.pdf,2024-02-05,H001061,1957-03-13,M,R,ND,NA,FALSE,https://www.documentcloud.org/documents/24130604-ocra3gmhumrcbv1w5yq
